1," invasion, the conquest of East Asia by Japan that cuts the Chinese conquests in Russia and Europe down to the limits of the former Austro-Hungarian empire, and the Japanese ","[('Q27231', ['geographic region'], ['eastern region of Asia']), ('Q5327728', ['album'], ['album by Miyuki Nakajima']), ('Q15761181', ['scientific journal'], ['journal']), ('Q58558114', ['scholarly article'], ['article']), ('Q86075977', ['scholarly article'], ['scientific article published on 01 March 2014']), ('Q125592707', ['scholarly article'], ['scientific article published in 2009']), ('Q125857107', ['scholarly article'], ['scientific article published in 2010'])]",east asia,Q27231,Q15761181,0.9688100814819336,2.975337028503418
2," is chief of cuisine to the princes in Hell. Nisroch in fiction. In the Dungeons & Dragons roleplaying game, Nisroch is the name of an outcast devil. A rebel angel, Nisroch, ","[('Q564', ['mythical location', 'realm of the dead', 'religious concept', 'realm of the dead'], ['religious or mythological place of (often eternal) suffering']), ('Q111807976', ['narrative motif', 'folklore motif'], [""narrative motif documented in Thompson's Motif-Index of Folk-Literature""])]",hell,Q564,Q564,2.1855087280273438,11.493680477142334
3," in Norðurþing municipality on the north of Iceland on the shores of Skjálfandi bay. The income of the inhabitants is derived from tourism and fishing, as well as retail and small ","[('Q49389', ['industry', 'travel'], ['travel for pleasure or business'])]",tourism,Q49389,Q49389,0.9326977729797363,0.013915061950683594
4,"Prosper Garnot (January 13, 1794 – 1838) was a French surgeon and naturalist. Garnot was born at Brest. He was an assistant surgeon under ","[('Q12193', ['commune of France', 'big city'], ['port city in the Finistère department, Brittany, France']), ('Q140147', ['border city', 'big city', 'city of oblast subordinance'], ['city of Belarus, capital of Brest Region']), ('Q501675', ['non-urban municipality in Germany'], ['municipality in Germany']), ('Q1083848', ['village of Bulgaria'], ['village in Bulgaria']), ('Q2389632', ['settlement in Croatia'], ['settlement in the Municipality of Lanišće, Istria County, Croatia']), ('Q2459882', ['kmetstvo of Bulgaria', 'village of Bulgaria'], ['village in Pleven Province, Bulgaria']), ('Q2582747', ['human settlement', 'cultural heritage site in Slovenia'], ['place in Ig, Inner Carniola, Slovenia']), ('Q2731844', ['human settlement'], ['village in Serbia']), ('Q2924524', ['musical work/composition'], ['2004 song by Miossec']), ('Q2924530', ['village'], ['village in the municipality of Čučer-Sandevo, North Macedonia']), ('Q2924534', ['village'], ['village in Macedonia']), ('Q16860410', ['family name'], ['family name']), ('Q19196778', ['article'], ['german article in Die Gartenlaube, 1855, no. 26']), ('Q23641880', ['statue'], ['artwork by Jean-Pierre Cortot in Paris, France']), ('Q28230276', ['geographic township of Quebec'], ['human settlement in Blanc-Sablon, Quebec, Canada']), ('Q31228350', ['hill'], ['hill in Serbia']), ('Q31921469', ['rural settlement', 'municipality seat'], ['municipality seat in Germany']), ('Q63519024', ['parish of New South Wales'], ['parish of Beresford County, New South Wales, Australia']), ('Q68035387', ['sports club'], ['sports club']), ('Q112458274', ['human settlement'], ['human settlement in New Brunswick, Canada']), ('Q124646290', ['painting'], ['painting by Alexey Bogolyubov']), ('Q124968600', ['motor ship', 'inland waterway vessel', 'tour boat'], ['ship built in 1978']), ('Q125410236', ['cadastral municipality of Serbia'], ['cadastral municipality of Serbia in the municipality of Merošina'])]",brest,Q12193,Q12193,1.1591947078704834,3.3144800662994385
5," Championship Wrestling, Total Nonstop Action Wrestling, WAR, Ring of Honor, PRIDE Fighting Championships, and various other MMA/pro wrestling promotions. Roster. See: New Japan Pro Wrestling roster. Titles promoted. New Japan ","[('Q4026034', ['professional wrestling promotion'], ['wrestling promotion']), ('Q37732336', ['editorial', 'scholarly article'], ['scientific article published on October 1939'])]",war,Q4026034,Q4026034,0.9494271278381348,2.5125629901885986
6," by the Jamestown colonists in the early 17th century for Princess Elizabeth Stuart, the daughter of King James I of England and a sister of the later ",[],jamestown,Q323813,,2.563115119934082,10.410789012908936
7," a cover of Fleetwood Mac's ""Landslide"", which was their biggest pop crossover hit until 2007, when ""Not Ready to Make Nice"" peaked at #4 on the Billboard ","[('Q3392431', ['musical work/composition'], ['original song written and composed by Stevie Nicks; recorded by Fleetwood Mac']), ('Q3518559', ['television film'], ['2005 television film']), ('Q5969910', ['television series episode'], ['episode of Heroes (S1 E22)']), ('Q6485188', ['board game'], ['board game']), ('Q6485190', ['human'], ['British musician']), ('Q6485191', ['literary work'], ['novel by Desmond Bagley']), ('Q16995887', ['film'], ['1937 film by Donovan Pedelty']), ('Q17017042', ['single'], ['song by Olivia Newton-John']), ('Q17019060', ['film'], ['1940 Hungarian drama film directed by Arzén von Cserépy']), ('Q19893654', ['single'], ['2002 single by Dixie Chicks']), ('Q23999811', ['film'], ['1992 film by Jean-Claude Lord']), ('Q49096333', ['album'], ['album']), ('Q60786786', ['album'], ['1980 studio album by Dexter Gordon']), ('Q69525816', ['single'], ['Glee Cast version featuring Gwyneth Paltrow']), ('Q88948966', ['single'], ['2018 single by Dagny']), ('Q108030225', ['literary work'], ['2021 book by Michael Wolff']), ('Q110888771', ['literary work'], ['literary work by Susan Conley']), ('Q114484644', ['television series episode'], ['episode of Code Black (S2 E5)']), ('Q114534425', ['television series episode'], ['episode of Wynonna Earp (S1 E11)']), ('Q124538401', ['music track with vocals'], ['vocal track by Fleetwood Mac; 1975 studio recording']), ('Q124538623', ['music track with vocals'], ['vocal track by The Smashing Pumpkins; 1993 studio recording; cover version']), ('Q124538636', ['music track with vocals'], ['vocal track by Dixie Chicks; 2002 studio recording; cover version']), ('Q125396089', ['musical work/composition'], ['song by Beirut']), ('Q125396090', ['music track with vocals'], ['track on Gallipoli by Beirut'])]",landslide,Q19893654,Q110888771,1.0214970111846924,3.5502710342407227
8,"programming language created by Gregor N. Purdy. It is similar to C++, but makes several large deviations, in some ways making it closer to Perl. Jako can be compiled into ","[('Q9143', ['computer science term', 'computer language'], ['language for communicating instructions to a machine'])]",programming language,Q9143,Q9143,1.0387399196624756,0.008371114730834961
9," (Lyrica). venlafaxine (Effexor, Effexor XR). propranolol (Inderal). Imipramine (Tofranil) is a tricyclic antidepressant (TCA). TCAs are thought to act on serotonin, norepinephrine, and dopamine in the brain. Venlafaxine ","[('Q170304', ['type of chemical entity', 'catecholamine', 'type of chemical entity', 'phenethylamine alkaloid'], ['organic chemical that functions both as a hormone and a neurotransmitter'])]",dopamine,Q170304,Q170304,0.9526100158691406,0.015260934829711914
10," (filmed at the Big Foot Tavern on North Division in Spokane), where she performs the songs ""Crazy for You"" and ""Gambler"". Plot. In this coming-of-age story, Louden Swain (Modine) ","[('Q1460837', ['musical work/composition'], ['original film song written, composed, and recorded by Madonna; from the 1985 movie ""Vision Quest""']), ('Q1982450', ['comics character'], ['DC Comics']), ('Q3757938', ['album'], ['1997 album by  Eric Woolfson']), ('Q5519676', ['film'], ['1971 film']), ('Q5519677', ['album'], ['1997 music album by Eric Woolfson']), ('Q11699332', ['magazine', 'periodical'], ['Polish monthly video game magazine']), ('Q20494563', ['film'], ['2006 film directed by Phie Ambo']), ('Q20728754', ['film'], ['2006 film by Phie Ambo']), ('Q25217159', ['board game'], ['board game originally made by Parker Brothers in 1975']), ('Q37553133', ['family name'], ['family name']), ('Q43416850', ['album'], ['album by Aphasia']), ('Q79312449', ['painting'], ['painting by Olaf Carl Seltzer']), ('Q102425952', ['music track with vocals'], ['vocal track by Madonna; 1985 original soundtrack recording']), ('Q102426183', ['single'], ['1985 soundtrack single by Madonna']), ('Q115666640', ['human settlement'], ['human settlement in Manitoba, Canada']), ('Q122829036', ['single', 'musical work/composition'], ['2021 single of Monsta X'])]",gambler,Q1460837,Q1460837,1.0656142234802246,3.1133270263671875
